gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,Churn_numeric,InternetService_Fiber optic,Contract_One year,Contract_Two year,CustomerValue,TotalServices,Senior_Fiber_Risk,ContractRisk,Cluster,Persona
1,0,1,1,1,1,46,1,1,True,False,False,46,2,0,2,1,At-Risk Newbies
0,0,0,61,1,0,101,0,0,False,False,True,6161,1,0,0,0,Loyal High-Rollers
1,0,0,1,1,0,43,1,1,False,False,True,43,1,0,0,1,At-Risk Newbies
0,1,0,40,1,1,92,0,0,True,False,False,3680,2,1,2,0,Loyal High-Rollers
0,0,0,71,1,1,24,0,0,True,False,False,1704,2,0,2,2,Stable Budgeteers
1,0,0,24,1,1,90,1,1,False,False,False,2160,2,0,2,1,At-Risk Newbies
0,0,0,14,1,1,50,0,0,True,False,False,700,2,0,2,1,At-Risk Newbies
0,1,0,61,1,1,94,0,0,True,False,False,5734,2,1,2,0,Loyal High-Rollers
0,1,0,44,1,1,75,0,0,False,False,False,3300,2,0,2,0,Loyal High-Rollers
0,0,0,70,1,1,20,0,0,False,False,True,1400,2,0,0,2,Stable Budgeteers
0,0,0,18,1,1,74,0,0,True,False,False,1332,2,0,2,1,At-Risk Newbies
1,0,1,12,1,1,74,1,1,False,False,True,888,2,0,0,1,At-Risk Newbies
1,1,0,66,1,0,107,0,0,False,False,False,7062,1,0,2,0,Loyal High-Rollers
1,0,1,61,1,1,21,0,0,False,False,True,1281,2,0,0,2,Stable Budgeteers
0,0,0,42,1,0,86,0,0,False,True,False,3612,1,0,1,0,Loyal High-Rollers
0,0,0,54,1,0,95,0,0,False,True,False,5130,1,0,1,0,Loyal High-Rollers
1,0,0,3,1,1,20,0,0,True,False,False,60,2,0,2,1,At-Risk Newbies
1,0,0,69,1,1,54,0,0,False,False,True,3726,2,0,0,2,Stable Budgeteers
0,0,0,3,1,1,20,0,0,True,True,False,60,2,0,1,1,At-Risk Newbies
0,0,0,7,1,1,75,1,1,True,False,False,525,2,0,2,1,At-Risk Newbies
0,0,0,57,1,0,20,0,0,True,False,False,1140,1,0,2,2,Stable Budgeteers
1,1,0,14,1,1,75,1,1,False,False,False,1050,2,0,2,1,At-Risk Newbies
1,0,0,11,0,1,42,1,1,True,False,True,462,1,0,0,1,At-Risk Newbies
1,0,0,4,1,0,20,0,0,False,True,False,80,1,0,1,1,At-Risk Newbies
1,0,0,43,1,0,94,0,0,False,False,False,4042,1,0,2,0,Loyal High-Rollers
1,0,0,62,1,0,74,0,0,True,False,False,4588,1,0,2,0,Loyal High-Rollers
0,0,0,12,1,1,96,1,1,True,False,False,1152,2,0,2,1,At-Risk Newbies
1,0,1,11,1,0,20,0,0,False,True,False,220,1,0,1,1,At-Risk Newbies
0,0,0,19,1,0,60,0,0,True,False,False,1140,1,0,2,1,At-Risk Newbies
1,0,0,44,1,0,106,0,0,False,True,False,4664,1,0,1,0,Loyal High-Rollers
0,1,1,11,1,1,78,0,0,True,False,False,858,2,1,2,1,At-Risk Newbies
1,0,1,72,1,1,81,0,0,False,False,True,5832,2,0,0,0,Loyal High-Rollers
0,0,0,43,1,0,105,1,1,True,False,False,4515,1,0,2,0,Loyal High-Rollers
1,0,0,3,1,1,20,1,1,False,False,False,60,2,0,2,1,At-Risk Newbies
0,1,0,5,1,0,81,0,0,False,False,False,405,1,0,2,1,At-Risk Newbies
1,0,0,2,0,0,30,1,1,True,False,False,60,0,0,2,1,At-Risk Newbies
1,0,1,68,1,1,86,0,0,True,False,False,5848,2,0,2,0,Loyal High-Rollers
1,1,0,33,1,0,94,1,1,True,False,False,3102,1,1,2,0,Loyal High-Rollers
0,0,0,11,0,0,36,0,0,False,False,False,396,0,0,2,1,At-Risk Newbies
1,1,0,69,1,1,90,1,1,False,True,False,6210,2,0,1,0,Loyal High-Rollers
0,0,0,66,1,0,105,0,0,False,False,True,6930,1,0,0,0,Loyal High-Rollers
1,0,1,29,1,0,76,0,0,False,False,False,2204,1,0,2,1,At-Risk Newbies
1,0,1,8,1,0,45,0,0,False,False,True,360,1,0,0,1,At-Risk Newbies
1,1,0,72,0,1,64,0,0,False,False,True,4608,1,0,0,0,Loyal High-Rollers
0,0,1,8,1,1,45,0,0,False,False,False,360,2,0,2,1,At-Risk Newbies
0,0,0,32,1,0,104,0,0,False,False,False,3328,1,0,2,0,Loyal High-Rollers
0,0,1,56,1,0,20,0,0,True,False,False,1120,1,0,2,2,Stable Budgeteers
1,0,0,10,1,0,81,1,1,False,False,False,810,1,0,2,1,At-Risk Newbies
0,0,0,44,1,0,62,0,0,True,False,False,2728,1,0,2,0,Loyal High-Rollers
0,0,1,23,1,1,84,1,1,True,False,False,1932,2,0,2,1,At-Risk Newbies
0,0,0,4,0,1,48,0,0,True,False,False,192,1,0,2,1,At-Risk Newbies
0,0,1,36,1,1,51,0,0,True,True,False,1836,2,0,1,2,Stable Budgeteers
1,0,0,47,1,1,83,1,1,True,True,False,3901,2,0,1,0,Loyal High-Rollers
0,0,1,2,0,1,30,0,0,True,False,False,60,1,0,2,1,At-Risk Newbies
0,0,1,52,1,0,20,0,0,True,False,False,1040,1,0,2,2,Stable Budgeteers
0,0,0,5,1,1,91,1,1,True,False,False,455,2,0,2,1,At-Risk Newbies
0,0,1,64,1,1,66,0,0,True,False,False,4224,2,0,2,0,Loyal High-Rollers
1,0,0,2,1,0,50,0,0,False,True,False,100,1,0,1,1,At-Risk Newbies
0,0,0,8,1,1,20,0,0,True,False,False,160,2,0,2,1,At-Risk Newbies
0,0,0,1,1,0,70,1,1,False,False,False,70,1,0,2,1,At-Risk Newbies
1,0,0,1,0,1,45,1,1,False,False,True,45,1,0,0,1,At-Risk Newbies
1,0,1,60,1,0,60,0,0,False,False,False,3600,1,0,2,0,Loyal High-Rollers
1,0,0,20,1,0,91,0,0,False,False,True,1820,1,0,0,1,At-Risk Newbies
1,0,1,22,1,1,51,0,0,False,True,False,1122,2,0,1,1,At-Risk Newbies
1,0,1,54,1,1,71,0,0,True,True,False,3834,2,0,1,0,Loyal High-Rollers
1,0,0,1,1,0,81,0,0,False,False,False,81,1,0,2,1,At-Risk Newbies
1,0,0,13,1,1,19,0,0,True,False,True,247,2,0,0,2,Stable Budgeteers
0,1,1,24,1,1,97,0,0,False,False,False,2328,2,0,2,0,Loyal High-Rollers
0,1,0,6,1,0,74,0,0,False,False,True,444,1,0,0,1,At-Risk Newbies
1,1,0,38,1,0,103,0,0,True,False,False,3914,1,1,2,0,Loyal High-Rollers
0,0,0,12,1,0,85,0,0,False,True,False,1020,1,0,1,1,At-Risk Newbies
1,0,0,26,0,0,45,0,0,False,False,True,1170,0,0,0,1,At-Risk Newbies
0,0,1,6,0,0,41,0,0,False,False,False,246,0,0,2,1,At-Risk Newbies
1,0,1,67,1,1,87,1,1,False,True,False,5829,2,0,1,0,Loyal High-Rollers
1,1,0,62,1,1,104,1,1,True,False,False,6448,2,1,2,0,Loyal High-Rollers
1,0,1,50,0,0,39,0,0,False,False,False,1950,0,0,2,2,Stable Budgeteers
1,0,1,72,0,1,66,0,0,False,False,True,4752,1,0,0,0,Loyal High-Rollers
0,1,1,31,1,0,99,1,1,False,False,False,3069,1,0,2,0,Loyal High-Rollers
1,0,0,72,1,0,92,0,0,False,True,False,6624,1,0,1,0,Loyal High-Rollers
1,0,0,51,0,1,44,0,0,False,False,False,2244,1,0,2,2,Stable Budgeteers
0,0,0,1,1,1,20,0,0,True,False,False,20,2,0,2,1,At-Risk Newbies
0,0,1,60,1,1,115,0,0,True,True,False,6900,2,0,1,0,Loyal High-Rollers
0,0,1,24,1,0,20,0,0,False,False,True,480,1,0,0,2,Stable Budgeteers
0,0,0,2,1,0,81,1,1,False,True,False,162,1,0,1,1,At-Risk Newbies
0,0,0,4,1,0,78,1,1,True,False,False,312,1,0,2,1,At-Risk Newbies
0,0,0,67,1,0,66,0,0,False,False,False,4422,1,0,2,0,Loyal High-Rollers
0,0,0,69,1,1,106,0,0,True,False,False,7314,2,0,2,0,Loyal High-Rollers
0,0,0,1,1,1,70,1,1,True,False,False,70,2,0,2,1,At-Risk Newbies
1,0,0,67,1,1,25,0,0,False,False,True,1675,2,0,0,2,Stable Budgeteers
1,0,0,1,1,0,90,1,1,False,False,True,90,1,0,0,1,At-Risk Newbies
1,1,0,67,1,0,84,0,0,False,False,False,5628,1,0,2,0,Loyal High-Rollers
0,1,0,27,1,1,86,0,0,True,False,False,2322,2,1,2,1,At-Risk Newbies
0,0,0,41,1,0,106,0,0,False,False,False,4346,1,0,2,0,Loyal High-Rollers
1,0,1,64,1,0,109,0,0,False,True,False,6976,1,0,1,0,Loyal High-Rollers
0,0,0,1,1,1,70,1,1,False,False,True,70,2,0,0,1,At-Risk Newbies
1,0,0,6,1,0,45,1,1,False,False,False,270,1,0,2,1,At-Risk Newbies
1,0,1,72,0,0,65,0,0,True,False,False,4680,0,0,2,0,Loyal High-Rollers
0,0,1,57,1,1,70,1,1,True,True,False,3990,2,0,1,0,Loyal High-Rollers
1,0,0,70,1,0,73,0,0,False,False,False,5110,1,0,2,0,Loyal High-Rollers
1,1,0,10,1,0,86,1,1,False,False,False,860,1,0,2,1,At-Risk Newbies
1,0,0,1,1,1,56,1,1,True,True,False,56,2,0,1,1,At-Risk Newbies
0,1,0,71,1,1,90,0,0,True,False,False,6390,2,1,2,0,Loyal High-Rollers
0,0,1,3,0,1,40,0,0,False,False,True,120,1,0,0,1,At-Risk Newbies
0,0,0,63,1,1,24,0,0,False,False,False,1512,2,0,2,2,Stable Budgeteers
0,0,0,25,1,0,75,0,0,True,False,False,1875,1,0,2,1,At-Risk Newbies
1,0,1,62,1,0,24,0,0,False,False,True,1488,1,0,0,2,Stable Budgeteers
0,0,0,55,1,1,95,0,0,True,False,False,5225,2,0,2,0,Loyal High-Rollers
1,0,1,52,1,0,79,0,0,True,False,False,4108,1,0,2,0,Loyal High-Rollers
0,0,1,16,1,1,81,1,1,True,True,False,1296,2,0,1,1,At-Risk Newbies
0,0,1,29,1,1,88,0,0,False,False,True,2552,2,0,0,0,Loyal High-Rollers
0,0,0,2,0,1,35,1,1,False,False,True,70,1,0,0,1,At-Risk Newbies
1,0,0,8,1,0,71,0,0,False,False,True,568,1,0,0,1,At-Risk Newbies
0,0,0,5,1,0,85,0,0,True,False,False,425,1,0,2,1,At-Risk Newbies
1,0,0,9,1,1,20,0,0,True,False,False,180,2,0,2,1,At-Risk Newbies
0,1,0,32,1,1,74,1,1,True,False,False,2368,2,1,2,1,At-Risk Newbies
1,0,1,72,1,0,84,0,0,True,False,True,6048,1,0,0,0,Loyal High-Rollers
1,0,1,7,0,0,50,0,0,False,True,False,350,0,0,1,1,At-Risk Newbies
1,1,0,18,1,1,58,0,0,True,True,False,1044,2,1,1,1,At-Risk Newbies
0,0,0,48,1,1,105,0,0,True,False,False,5040,2,0,2,0,Loyal High-Rollers
0,1,0,71,1,1,96,0,0,True,False,False,6816,2,1,2,0,Loyal High-Rollers
1,0,0,1,1,0,70,1,1,False,False,True,70,1,0,0,1,At-Risk Newbies
1,0,0,69,1,0,105,0,0,False,True,False,7245,1,0,1,0,Loyal High-Rollers
1,0,0,60,1,0,20,0,0,False,False,False,1200,1,0,2,2,Stable Budgeteers
1,1,0,1,0,0,25,1,1,False,False,False,25,0,0,2,1,At-Risk Newbies
1,0,0,1,1,0,49,0,0,True,False,False,49,1,0,2,1,At-Risk Newbies
1,0,0,38,1,0,92,0,0,False,True,False,3496,1,0,1,0,Loyal High-Rollers
0,0,0,4,1,0,20,0,0,True,False,False,80,1,0,2,1,At-Risk Newbies
1,0,0,31,1,0,99,0,0,False,False,True,3069,1,0,0,0,Loyal High-Rollers
0,1,0,14,1,1,79,0,0,True,False,True,1106,2,1,0,1,At-Risk Newbies
0,1,0,71,1,0,110,0,0,False,False,True,7810,1,0,0,0,Loyal High-Rollers
1,0,0,2,1,0,81,1,1,False,True,False,162,1,0,1,1,At-Risk Newbies
1,0,1,64,1,0,93,0,0,True,False,True,5952,1,0,0,0,Loyal High-Rollers
0,0,0,9,1,1,81,0,0,False,True,False,729,2,0,1,1,At-Risk Newbies
0,0,0,56,1,1,106,0,0,True,False,True,5936,2,0,0,0,Loyal High-Rollers
0,0,0,11,1,0,94,0,0,False,False,False,1034,1,0,2,1,At-Risk Newbies
1,0,1,72,1,1,19,0,0,True,False,False,1368,2,0,2,2,Stable Budgeteers
0,0,0,1,1,1,20,0,0,False,False,False,20,2,0,2,1,At-Risk Newbies
1,0,0,60,1,0,109,0,0,False,False,True,6540,1,0,0,0,Loyal High-Rollers
1,1,0,33,0,1,50,0,0,True,False,True,1650,1,1,0,2,Stable Budgeteers
1,0,1,72,1,0,20,0,0,False,False,False,1440,1,0,2,2,Stable Budgeteers
0,0,0,26,1,1,87,0,0,False,False,True,2262,2,0,0,1,At-Risk Newbies
0,0,0,3,1,1,86,1,1,False,False,True,258,2,0,0,1,At-Risk Newbies
0,0,1,22,0,0,39,0,0,True,False,False,858,0,0,2,1,At-Risk Newbies
0,1,0,22,1,0,64,0,0,False,False,True,1408,1,0,0,1,At-Risk Newbies
0,0,0,1,1,0,54,1,1,False,True,False,54,1,0,1,1,At-Risk Newbies
1,0,1,27,1,0,55,0,0,True,False,False,1485,1,0,2,1,At-Risk Newbies
0,0,0,1,1,1,70,1,1,False,True,False,70,2,0,1,1,At-Risk Newbies
0,0,0,41,1,0,106,1,1,False,False,False,4346,1,0,2,0,Loyal High-Rollers
0,1,0,14,1,1,74,1,1,False,False,False,1036,2,0,2,1,At-Risk Newbies
1,0,0,7,1,1,69,1,1,False,True,False,483,2,0,1,1,At-Risk Newbies
0,0,0,32,1,1,54,0,0,False,False,True,1728,2,0,0,1,At-Risk Newbies
1,0,1,41,1,0,68,0,0,False,True,False,2788,1,0,1,0,Loyal High-Rollers
0,1,1,4,1,0,46,1,1,False,True,False,184,1,0,1,1,At-Risk Newbies
1,0,0,56,1,0,26,0,0,True,False,False,1456,1,0,2,2,Stable Budgeteers
0,1,0,33,1,1,110,1,1,True,True,False,3630,2,1,1,0,Loyal High-Rollers
1,1,0,2,1,1,66,1,1,True,True,False,132,2,1,1,1,At-Risk Newbies
1,0,0,28,1,0,106,1,1,True,True,False,2968,1,0,1,0,Loyal High-Rollers
0,0,1,1,1,1,54,0,0,True,False,False,54,2,0,2,1,At-Risk Newbies
1,0,1,1,1,0,19,0,0,True,False,False,19,1,0,2,1,At-Risk Newbies
0,0,0,2,1,1,70,1,1,True,False,False,140,2,0,2,1,At-Risk Newbies
1,1,0,4,1,0,74,1,1,False,False,False,296,1,0,2,1,At-Risk Newbies
1,0,0,34,1,1,105,0,0,True,False,True,3570,2,0,0,0,Loyal High-Rollers
0,0,0,64,1,1,58,0,0,True,True,False,3712,2,0,1,0,Loyal High-Rollers
1,0,0,7,1,0,19,0,0,False,True,False,133,1,0,1,1,At-Risk Newbies
1,0,1,51,1,1,84,0,0,False,False,True,4284,2,0,0,0,Loyal High-Rollers
1,0,0,21,1,0,20,0,0,True,False,False,420,1,0,2,2,Stable Budgeteers
0,0,0,21,1,0,71,0,0,False,False,True,1491,1,0,0,1,At-Risk Newbies
1,1,0,57,1,1,91,0,0,True,False,False,5187,2,1,2,0,Loyal High-Rollers
1,0,0,6,1,1,76,1,1,False,False,True,456,2,0,0,1,At-Risk Newbies
0,0,0,8,1,0,49,0,0,False,False,True,392,1,0,0,1,At-Risk Newbies
1,0,1,18,0,0,26,0,0,True,False,False,468,0,0,2,2,Stable Budgeteers
1,1,0,7,1,0,70,1,1,False,False,True,490,1,0,0,1,At-Risk Newbies
1,0,0,35,1,0,60,0,0,False,False,True,2100,1,0,0,1,At-Risk Newbies
0,0,0,32,1,1,75,0,0,True,False,False,2400,2,0,2,1,At-Risk Newbies
0,0,0,30,1,1,100,0,0,True,False,False,3000,2,0,2,0,Loyal High-Rollers
1,0,1,26,1,0,50,0,0,True,False,False,1300,1,0,2,1,At-Risk Newbies
1,0,0,38,1,0,95,0,0,False,True,False,3610,1,0,1,0,Loyal High-Rollers
0,1,0,41,1,0,113,1,1,False,False,True,4633,1,0,0,0,Loyal High-Rollers
1,0,1,34,0,0,45,0,0,False,True,False,1530,0,0,1,2,Stable Budgeteers
1,1,0,55,1,1,60,0,0,True,False,True,3300,2,1,0,0,Loyal High-Rollers
0,1,0,57,1,0,94,0,0,True,False,False,5358,1,1,2,0,Loyal High-Rollers
0,1,0,66,1,0,105,0,0,False,False,True,6930,1,0,0,0,Loyal High-Rollers
1,0,0,43,1,0,86,0,0,True,False,False,3698,1,0,2,0,Loyal High-Rollers
0,0,1,32,1,0,76,0,0,False,False,True,2432,1,0,0,1,At-Risk Newbies
1,0,0,1,1,0,20,0,0,False,False,False,20,1,0,2,1,At-Risk Newbies
0,0,0,40,1,1,81,0,0,False,False,True,3240,2,0,0,0,Loyal High-Rollers
0,0,0,41,1,1,98,0,0,False,True,False,4018,2,0,1,0,Loyal High-Rollers
1,1,0,30,1,0,90,0,0,True,False,False,2700,1,1,2,0,Loyal High-Rollers
0,0,0,3,1,0,80,1,1,False,True,False,240,1,0,1,1,At-Risk Newbies
0,0,1,54,1,0,104,0,0,True,False,False,5616,1,0,2,0,Loyal High-Rollers
1,0,0,9,1,0,95,1,1,False,False,True,855,1,0,0,1,At-Risk Newbies
1,1,0,7,1,1,75,0,0,False,False,True,525,2,0,0,1,At-Risk Newbies
1,0,0,58,1,1,100,0,0,False,False,True,5800,2,0,0,0,Loyal High-Rollers
1,0,0,52,1,1,89,0,0,False,True,False,4628,2,0,1,0,Loyal High-Rollers
1,0,1,26,0,1,40,0,0,True,False,False,1040,1,0,2,2,Stable Budgeteers
0,0,0,34,1,1,20,0,0,False,True,False,680,2,0,1,2,Stable Budgeteers
1,0,0,53,1,1,81,0,0,True,False,True,4293,2,0,0,0,Loyal High-Rollers
1,0,0,15,1,1,88,0,0,True,False,False,1320,2,0,2,1,At-Risk Newbies
1,0,1,1,1,0,19,1,1,False,False,True,19,1,0,0,1,At-Risk Newbies
0,0,0,5,1,1,56,0,0,False,False,False,280,2,0,2,1,At-Risk Newbies
0,0,1,34,1,0,105,0,0,False,False,False,3570,1,0,2,0,Loyal High-Rollers
0,0,0,32,1,0,101,0,0,False,True,False,3232,1,0,1,0,Loyal High-Rollers
0,0,1,41,0,0,35,0,0,False,False,False,1435,0,0,2,2,Stable Budgeteers
0,0,0,25,0,0,54,0,0,False,True,False,1350,0,0,1,1,At-Risk Newbies
1,0,1,17,1,0,62,0,0,False,False,True,1054,1,0,0,1,At-Risk Newbies
0,0,0,17,1,1,25,0,0,True,False,True,425,2,0,0,2,Stable Budgeteers
0,0,0,70,1,0,85,0,0,False,False,False,5950,1,0,2,0,Loyal High-Rollers
1,0,1,43,1,0,19,0,0,False,True,False,817,1,0,1,2,Stable Budgeteers
1,0,1,71,1,1,24,0,0,False,True,False,1704,2,0,1,2,Stable Budgeteers
1,1,0,2,0,0,24,1,1,False,True,False,48,0,0,1,1,At-Risk Newbies
1,0,0,49,1,0,75,0,0,False,False,True,3675,1,0,0,0,Loyal High-Rollers
0,1,0,72,1,0,105,0,0,True,False,False,7560,1,1,2,0,Loyal High-Rollers
1,0,0,26,1,1,84,0,0,False,False,False,2184,2,0,2,1,At-Risk Newbies
0,0,0,18,1,0,20,0,0,True,False,False,360,1,0,2,2,Stable Budgeteers
1,0,1,1,1,0,93,1,1,True,False,False,93,1,0,2,1,At-Risk Newbies
1,0,0,9,0,1,24,1,1,True,False,True,216,1,0,0,1,At-Risk Newbies
1,0,0,28,1,1,77,0,0,True,False,False,2156,2,0,2,1,At-Risk Newbies
0,0,1,60,1,0,19,0,0,True,True,False,1140,1,0,1,2,Stable Budgeteers
1,0,0,23,1,1,21,0,0,True,False,True,483,2,0,0,2,Stable Budgeteers
0,0,0,15,1,0,80,1,1,False,False,True,1200,1,0,0,1,At-Risk Newbies
0,0,0,29,1,0,67,0,0,True,False,False,1943,1,0,2,1,At-Risk Newbies
0,0,1,56,1,0,20,0,0,True,False,False,1120,1,0,2,2,Stable Budgeteers
0,0,0,11,1,0,55,0,0,True,False,False,605,1,0,2,1,At-Risk Newbies
1,0,0,27,1,0,69,0,0,False,False,False,1863,1,0,2,1,At-Risk Newbies
1,0,0,1,1,0,70,1,1,False,True,False,70,1,0,1,1,At-Risk Newbies
0,0,0,66,1,0,91,0,0,True,False,False,6006,1,0,2,0,Loyal High-Rollers
0,1,0,2,1,1,57,0,0,True,False,False,114,2,1,2,1,At-Risk Newbies
0,0,1,19,1,1,20,0,0,True,False,False,380,2,0,2,2,Stable Budgeteers
1,0,1,62,1,1,95,0,0,True,False,False,5890,2,0,2,0,Loyal High-Rollers
0,0,0,51,1,0,79,0,0,False,False,False,4029,1,0,2,0,Loyal High-Rollers
0,0,0,72,1,1,94,0,0,False,False,True,6768,2,0,0,0,Loyal High-Rollers
1,0,0,10,1,1,90,1,1,True,False,False,900,2,0,2,1,At-Risk Newbies
0,0,0,37,1,1,68,0,0,False,False,False,2516,2,0,2,0,Loyal High-Rollers
0,0,1,35,1,1,50,0,0,True,False,False,1750,2,0,2,2,Stable Budgeteers
0,0,0,10,1,0,61,0,0,True,False,False,610,1,0,2,1,At-Risk Newbies
1,0,0,1,1,0,20,1,1,False,False,False,20,1,0,2,1,At-Risk Newbies
0,0,1,26,1,1,20,0,0,True,False,False,520,2,0,2,2,Stable Budgeteers
1,0,0,72,1,0,82,0,0,False,False,False,5904,1,0,2,0,Loyal High-Rollers
0,1,0,38,1,1,100,1,1,True,False,True,3800,2,1,0,0,Loyal High-Rollers
0,0,0,18,1,0,100,1,1,True,False,False,1800,1,0,2,1,At-Risk Newbies
1,0,0,56,1,1,53,0,0,True,False,True,2968,2,0,0,2,Stable Budgeteers
0,0,0,36,1,0,54,0,0,False,False,False,1944,1,0,2,2,Stable Budgeteers
1,0,1,22,1,1,89,0,0,True,False,False,1958,2,0,2,1,At-Risk Newbies
1,0,1,65,1,1,104,0,0,False,False,True,6760,2,0,0,0,Loyal High-Rollers
1,0,0,27,1,1,54,0,0,False,False,True,1458,2,0,0,1,At-Risk Newbies
0,0,0,29,1,1,74,0,0,True,False,False,2146,2,0,2,1,At-Risk Newbies
1,1,0,10,1,0,95,1,1,False,False,False,950,1,0,2,1,At-Risk Newbies
0,1,0,50,1,0,105,0,0,False,False,False,5250,1,0,2,0,Loyal High-Rollers
1,0,0,9,1,1,86,0,0,True,True,False,774,2,0,1,1,At-Risk Newbies
1,0,1,23,1,1,24,0,0,True,False,True,552,2,0,0,2,Stable Budgeteers
1,0,1,24,1,0,55,1,1,False,False,True,1320,1,0,0,1,At-Risk Newbies
1,0,0,1,1,1,56,0,0,True,True,False,56,2,0,1,1,At-Risk Newbies
1,0,0,20,1,1,64,0,0,True,False,False,1280,2,0,2,1,At-Risk Newbies
1,0,0,58,1,1,60,1,1,False,False,True,3480,2,0,0,0,Loyal High-Rollers
0,0,0,47,1,0,20,0,0,False,False,False,940,1,0,2,2,Stable Budgeteers
1,1,0,72,1,0,93,0,0,True,True,False,6696,1,1,1,0,Loyal High-Rollers
1,0,0,14,1,1,50,0,0,True,False,False,700,2,0,2,1,At-Risk Newbies
0,0,1,62,1,0,55,0,0,True,False,False,3410,1,0,2,2,Stable Budgeteers
0,1,0,37,1,0,76,1,1,False,True,False,2812,1,0,1,0,Loyal High-Rollers
1,0,0,29,0,0,34,0,0,True,True,False,986,0,0,1,2,Stable Budgeteers
0,0,0,62,1,1,19,0,0,True,False,True,1178,2,0,0,2,Stable Budgeteers
0,0,1,46,1,0,100,0,0,False,False,True,4600,1,0,0,0,Loyal High-Rollers
1,0,0,2,1,0,94,1,1,True,False,False,188,1,0,2,1,At-Risk Newbies
0,0,0,50,1,0,96,0,0,False,True,False,4800,1,0,1,0,Loyal High-Rollers
1,0,0,24,1,1,105,1,1,True,True,False,2520,2,0,1,0,Loyal High-Rollers
1,1,0,55,1,1,114,0,0,False,False,True,6270,2,0,0,0,Loyal High-Rollers
0,0,0,64,1,1,115,0,0,False,True,False,7360,2,0,1,0,Loyal High-Rollers
0,0,0,4,1,0,89,1,1,False,False,False,356,1,0,2,1,At-Risk Newbies
0,0,0,6,0,1,29,0,0,False,False,True,174,1,0,0,1,At-Risk Newbies
1,1,0,1,1,1,76,1,1,True,False,True,76,2,1,0,1,At-Risk Newbies
1,0,1,37,1,0,63,0,0,True,False,False,2331,1,0,2,1,At-Risk Newbies
1,1,0,71,1,1,25,0,0,False,False,True,1775,2,0,0,2,Stable Budgeteers
1,0,1,29,0,1,55,0,0,True,False,False,1595,1,0,2,1,At-Risk Newbies
1,0,0,7,1,0,89,1,1,False,False,True,623,1,0,0,1,At-Risk Newbies
1,0,0,32,1,1,99,0,0,True,False,False,3168,2,0,2,0,Loyal High-Rollers
0,0,0,59,1,1,95,0,0,True,False,False,5605,2,0,2,0,Loyal High-Rollers
1,0,1,40,1,0,75,0,0,False,False,False,3000,1,0,2,0,Loyal High-Rollers
1,0,0,10,0,1,30,1,1,True,True,False,300,1,0,1,1,At-Risk Newbies
0,0,0,27,1,0,19,0,0,True,False,False,513,1,0,2,2,Stable Budgeteers
0,0,0,7,1,1,86,1,1,True,False,False,602,2,0,2,1,At-Risk Newbies
1,0,1,65,1,1,25,0,0,True,True,False,1625,2,0,1,2,Stable Budgeteers
0,0,0,10,1,1,81,1,1,False,False,False,810,2,0,2,1,At-Risk Newbies
0,0,1,23,1,1,84,0,0,False,True,False,1932,2,0,1,1,At-Risk Newbies
0,0,1,47,1,0,85,0,0,False,True,False,3995,1,0,1,0,Loyal High-Rollers
1,0,0,11,1,1,55,0,0,False,False,False,605,2,0,2,1,At-Risk Newbies
1,0,0,12,0,1,34,0,0,True,False,False,408,1,0,2,1,At-Risk Newbies
1,0,1,30,0,0,44,0,0,False,False,False,1320,0,0,2,2,Stable Budgeteers
0,0,0,1,1,0,76,1,1,True,False,False,76,1,0,2,1,At-Risk Newbies
0,0,0,57,1,1,109,0,0,True,True,False,6213,2,0,1,0,Loyal High-Rollers
1,1,0,11,1,0,70,0,0,False,False,True,770,1,0,0,1,At-Risk Newbies
0,0,0,9,1,1,20,0,0,True,False,False,180,2,0,2,1,At-Risk Newbies
0,0,0,4,1,0,70,1,1,False,True,False,280,1,0,1,1,At-Risk Newbies
1,0,0,13,1,1,74,0,0,True,False,True,962,2,0,0,1,At-Risk Newbies
0,0,0,35,1,1,21,0,0,True,False,False,735,2,0,2,2,Stable Budgeteers
1,0,0,67,0,0,51,0,0,False,False,False,3417,0,0,2,2,Stable Budgeteers
1,0,1,51,1,0,48,0,0,False,False,True,2448,1,0,0,2,Stable Budgeteers
1,0,0,1,1,0,51,1,1,False,False,False,51,1,0,2,1,At-Risk Newbies
0,0,1,71,1,1,100,0,0,True,False,True,7100,2,0,0,0,Loyal High-Rollers
1,1,0,29,1,1,79,0,0,False,True,False,2291,2,0,1,1,At-Risk Newbies
0,0,0,33,1,0,104,1,1,False,False,False,3432,1,0,2,0,Loyal High-Rollers
0,0,1,11,0,1,36,0,0,True,False,True,396,1,0,0,1,At-Risk Newbies
1,0,1,13,1,1,78,0,0,True,False,False,1014,2,0,2,1,At-Risk Newbies
1,0,1,42,1,0,19,0,0,False,False,True,798,1,0,0,2,Stable Budgeteers
0,0,0,8,0,0,29,0,0,False,False,False,232,0,0,2,1,At-Risk Newbies
1,0,0,1,1,0,44,1,1,True,False,False,44,1,0,2,1,At-Risk Newbies
1,0,0,72,1,0,108,0,0,False,False,True,7776,1,0,0,0,Loyal High-Rollers
1,0,1,47,1,0,87,0,0,False,False,True,4089,1,0,0,0,Loyal High-Rollers
1,0,1,30,1,0,85,0,0,False,False,False,2550,1,0,2,0,Loyal High-Rollers
